id,program_id,order,code,website,enacted,enactedtext,effective,effectivetext,expired,expiredtext,file_key,file_name
1,30,1,"A.R.S. § 44-1762",http://www.azleg.gov/viewdocument/?docName=http://www.azleg.gov/ars/44/01762.htm,,1995,,,,None,,
2,32,1,"A.C.A. Â§ 2-8-109",,,3/19/99,,1/1/97,,,,
3,83,1,"Utah Code 59-10-1014",https://le.utah.gov/xcode/Title59/Chapter10/59-10-S1014.html?v=C59-10-S1014_2017050920170509,,"2001, subsequently amended",,"01/01/01, subsequently amended",,,,
4,73,1,"HRS Â§ 235-110.3",,,6/30/00,,1/1/02,,,,
5,75,1,"Kansas Statutes 79-201",http://kslegislature.org/li/statute/079_000_0000_chapter/079_002_0000_article/079_002_0001_section/079_002_0001_k/,,,"1999-01-01 05:00:00",,,,,
9,80,1,"NY CLS Tax, Article 22 § 606 (g-1) et seq.",https://law.justia.com/codes/new-york/2017/tax/article-22/part-1/606/,"1997-08-02 04:00:00","(solar electric)","1998-01-01 05:00:00","(solar electric) 01/01/2006 (solar thermal)",,,,
10,81,1,"Texas Tax Code § 171.107",http://www.statutes.legis.state.tx.us/Docs/TX/htm/TX.171.htm#171.107,,"1981 (subsequently amended)",,1982,,,,
11,82,1,"Texas Tax Code § 171.056",http://www.statutes.legis.state.tx.us/Docs/TX/htm/TX.171.htm#171.056,,1981,,1982,,,,
12,67,1,"Maryland Code:  Tax - General Â§ 10-719 -- 10-720",,,7/1/2000,,7/1/00,,12/31/2004,,
13,69,1,"Maryland Code:  Tax - General Â§ 11-226",,,7/1/2000,,7/1/2000,,7/1/2004,,
14,71,1,"Maryland Code:  Tax - General Â§ 10-719 -- 10-720",,,7/1/2000,,7/1/2000,,12/31/2004,,
15,43,1,"26 Del. C. § 1014(d)",http://delcode.delaware.gov/title26/c010/index.shtml,,"1999 (subsequently amended)",,1999,,,,
16,44,1,"32 V.S.A. § 9741(46)",http://legislature.vermont.gov/statutes/section/32/233/09741,,"1999 (subsequently amended)",,,,,,
17,48,1,,,,1997,,,,,,
19,39,1,"OR Revised Statutes 757.300",https://www.oregonlegislature.gov/bills_laws/ors/ors757.html,,"9/1/1999; amended, 6/7/2005",,,,,,
20,65,1,"P.L. 1672 (Act 213)",https://www.legis.state.pa.us/cfdocs/Legis/LI/uconsCheck.cfm?txtType=HTM&yr=2004&sessInd=0&smthLwInd=0&act=0213.,"2004-11-30 05:00:00","(subsequently amended)",,,,,,
21,85,1,"Va. Code § 58.1-3661",https://law.lis.virginia.gov/vacode/title58.1/chapter36/section58.1-3661/,,1/1/1977,,,,,,
23,45,1,"32 V.S.A. § 3845",http://legislature.vermont.gov/statutes/section/32/125/03845,,"1975 (subsequently amended)",,,,,,
24,46,1,"Code of Ala. Â§ 40-18-15 (16)",http://alisondb.legislature.state.al.us/alison/CodeOfAlabama/1975/40-18-15.htm,,,,,,,,
25,47,1,"A.C.A. Â§ 15-4-2104",,,1/1/00,,,,,,
26,57,1,"Iowa Code 452A.21, 452A.3",,,N/A,,,,6/30/2007,,
27,58,1,"NE Executive Order 98-1",http://www.nlc.state.ne.us/docs/pilot/pubs/eofiles/98-1.pdf,,1/12/1998,,,,none,,
28,27,1,"Iowa Code § 564A",https://www.legis.iowa.gov/docs/code/2020/564A.pdf,,,,,,,,
29,28,3,"Fla. Stat. § 704.07",http://www.leg.state.fl.us/Statutes/index.cfm?App_mode=Display_Statute&Search_String=&URL=0700-0799/0704/Sections/0704.07.html,,1978,,7/1/1978,,,,
31,40,1,"Va. Code § 56-594",http://leg1.state.va.us/cgi-bin/legp504.exe?000+cod+56-594,,"1999 (subsequently amended)",,7/1/2000,,,,
32,60,1,"New Hampshire Statutes, Chapter 72:61 et seq.",http://www.gencourt.state.nh.us/rsa/html/NHTOC/NHTOC-V-72.htm,,"1975 (subsequently amended)",,1/1/1976,,,,
33,37,1,"Mont. Code § 69-8-601 et seq.",http://leg.mt.gov/bills/mca_toc/69_8_6.htm,,1999,,,,,,
34,41,1,"30 V.S.A. § 8010",http://legislature.vermont.gov/statutes/section/30/089/08010,,"2013 (subsequently amended)","2017-01-01 05:00:00",,,,,
35,42,1,"Rev. Code Wash. § 80.60",http://apps.leg.wa.gov/RCW/default.aspx?cite=80.60,,1998,,,,,,
36,49,1,"HRS §235-12.5",http://www.capitol.hawaii.gov/hrscurrent/Vol04_Ch0201-0257/HRS0235/HRS_0235-0012_0005.HTM,,"1976, subsequently amended",,7/1/2003,,None,,
37,50,1,"HRS §235-12.5",http://www.capitol.hawaii.gov/hrscurrent/Vol04_Ch0201-0257/HRS0235/HRS_0235-0012_0005.HTM,,"1976, subsequently amended",,7/1/2003,,None,,
38,51,1,"HRS 235-12(b)(1)",,,1/1/90,,,,7/1/2003,,
39,52,1,"HRS 235-12(b)(1)",,,1/1/90,,,,7/1/2003,,
40,53,1,"H.R.S. Â§ 237-27.1",,,6/30/02,,"Tax year 2002",,12/31/06,,
41,54,1,"Ind. Code § 6-1.1-12-26 et seq.",http://iga.in.gov/legislative/laws/2019/ic/titles/006#6-1.1-12-26,,"1975 (subsequently amended)",,,,,,
42,56,1,"Iowa Code § 423.3",https://www.legis.iowa.gov/docs/code/2020/423.3.pdf,,"05/26/1993 (subsequently recodified, amended)",,,,,,
44,270,1,"NRS Â§ 111.370 et seq.",http://www.leg.state.nv.us/NRS/NRS-111.html#NRS111Sec370,,1995,,,,None,,
45,301,1,"M.G.L. ch. 187 § 1A. Solar easements",http://www.mass.gov/legis/laws/mgl/187-1a.htm,,,,,,,,
46,302,1,"Minn. Stat. § 500.30",https://www.revisor.mn.gov/statutes/?id=500.30,,1978,,,,None,,
47,532,1,"ND Century Code 57-38-01.8",http://www.legis.nd.gov/cencode/t57c38.pdf,,03/26/2001,,01/01/2001,,12/31/2014,,
48,615,1,"C.R.S. Â§39-22-516",,,,,7/1/98,,6/30/11,,
50,712,1,"Iowa Code Â§ 422.11C",,,,,1/1/02,,6/30/07,,
51,102,1,"N.C. Gen. Stat. Â§ 105-130.28",,,,,1/1/00,,1/1/06,,
52,104,1,"W. Va. Code § 11-13-2o",http://www.legis.state.wv.us/wvcode/Code.cfm?chap=11&art=13#13,,5/2001,,7/2001,,,,
53,105,1,"DC Code § 34-1501 et seq.",https://beta.code.dccouncil.us/dc/council/code/titles/34/chapters/15/,"2000-05-09 04:00:00","(subsequently amended)",,,,,,
55,110,1,"RI General Laws Â§ 44-56-1: Renewable energy sales tax refund",,,2000,,1/1/01,,,,
56,118,1,"A.R.S. § 43-1083",https://www.azleg.gov/viewdocument/?docName=https://www.azleg.gov/ars/43/01083.htm,,,"1995-01-01 05:00:00",,,,,
57,119,1,"A.R.S. § 42-5061",https://www.azleg.gov/viewdocument/?docName=https://www.azleg.gov/ars/42/05061.htm,,,,1/1/1997,,,,
58,128,1,"C.G.S. 12-217i; Public Act 95-15(a)",,,1/1/94,,,,1/1/2002,,
59,129,1,"C.G.S. 12-217i; Public Act 95-15(b)",,,1/1/95,,,,"prior to 1/1/2002",,
60,131,1,"Davis Municipal Code 40.38.0",,,,,,,,,
64,142,1,"Iowa Code § 427B.26",https://www.legis.iowa.gov/docs/code/427B.26.pdf,,,,,,,,
66,144,1,"M.G.L. Ch. 62, § 6(d)",http://www.mass.gov/legis/laws/mgl/62-6.htm,,1979,,,,,,
67,145,1,"M.G.L. 64H.6(dd)",http://www.mass.gov/legis/laws/mgl/64h-6.htm,,1977,,,,,,
68,146,1,"M.G.L. ch. 59 § 5 (45, 45A)",http://www.mass.gov/legis/laws/mgl/59-5.htm,,"1975 (subsequently amneded)",,,,,,
69,147,1,"MGL ch. 63, § 38H",http://www.mass.gov/legis/laws/mgl/63-38h.htm,,1976,,,,,,
70,148,1,"MGL ch. 63, § 38H",http://www.mass.gov/legis/laws/mgl/63-38h.htm,,,,,,,,
71,149,1,"MGL ch. 62, § 2(a)(2)(G)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleIX/Chapter62/Section2,,,,1979,,,,
72,151,1,"Minn. Stat. § 272.02",https://www.revisor.mn.gov/statutes/?id=272.02,,,,01/01/1992,,,,
73,154,1,"MCA § 15-6-224",http://leg.mt.gov/bills/mca/15/6/15-6-224.htm,,2005,,,,none,,
74,156,1,"La. R.S. 47:38",,,,,,,,,
75,242,1,"La. R.S. 47:287.757",,,,,,,,,
76,250,1,"Cal Gov Code Â§ 65892.13",,,10/5/01,,,,7/1/05,,
77,157,1,"Conn. Gen. Stat. Â§ 16-245n",http://www.cga.ct.gov/2011/pub/chap283.htm#Sec16-245n.htm,,4/1998,,1/1/2000,,"None specified",,
78,158,1,"NRS § 701A.200",http://www.leg.state.nv.us/NRS/NRS-701A.html#NRS701ASec200,,1975,,7/1/1983,,,,
79,159,1,"26 Del. C. § 1014",http://delcode.delaware.gov/title26/c010/index.shtml#P227_34895,,"1999 (subsequently amended)","1999-10-01 04:00:00",,,,,
80,160,1,"ND Century Code 57-02-08(27)",http://www.legis.nd.gov/cencode/t57c02.pdf,,"4/5/2007 (subsequently amended)",,7/1/2007,,,,
81,161,1,"ND Century Code 57-38-30.3",http://www.legis.nd.gov/cencode/t57c38.pdf,,4/9/2009,,1/1/2009,,12/31/2014,,
82,162,1,"35-A M.R.S. § 3210",http://www.mainelegislature.org/legis/statutes/35-A/title35-Asec3210.html,,"1997 (subsequently amended)",,,,,,
83,165,1,"ORS § 307.175",https://www.oregonlegislature.gov/bills_laws/ors/ors307.html,,1976,,,,7/1/2018,,
85,171,1,"SDCL Â§ 10-6-35.8 et seq.",http://legis.state.sd.us/statutes/DisplayStatute.aspx?Type=Statute&Statute=10-6,,1975,,,,7/1/2010,,
86,172,1,"Minn. Stat. Â§ 41A.09",,,1997,,,,6/30/2010,,
87,173,1,"Texas Tax Code § 11.27",http://www.statutes.legis.state.tx.us/Docs/TX/htm/TX.11.htm#11.27,,1981,,,,,,
88,174,1,"NY CLS Tax, Article 1 Â§ 19",,,"05/04/2000 (subsequently amended)",,2001,,"12/31/2010 for new certificates",,
89,178,1,"Wis. Stat. § 70.111(18)",http://nxt.legis.state.wi.us/nxt/gateway.dll?f=templates&fn=default.htm&d=stats&jd=70.111,,,,,,,,
91,182,2,"P.U.C. Substantive Rule 25.173",http://www.puc.state.tx.us/agency/rulesnlaws/subrules/electric/25.173/25.173.pdf,,"12/16/1999 (subsequently amended)",,01/10/2000,,,,
92,183,1,"N.C. Gen. Stat. § 105-277",http://www.ncleg.net/EnactedLegislation/Statutes/HTML/BySection/Chapter_105/GS_105-277.html,,1977,,,,,,
93,184,1,"Iowa Code § 441.21(8)",https://www.legis.iowa.gov/docs/code/2020/441.21.pdf,,,,01/01/1978,,,,
94,185,1,"Iowa Code § 427.1(29)",https://www.legis.iowa.gov/docs/code/427.1.pdf,,,,"(subsequently amended)",,,,
95,190,1,"Wis. Stat. § 196.378",http://nxt.legis.state.wi.us/nxt/gateway.dll?f=templates&fn=default.htm&vid=WI:Default&d=stats&jd=ch.%20196,,"10/27/1999 (subsequently amended)",,12/31/2001,,,,
96,192,1,"NYCL Real Property Tax § 487",https://www.nysenate.gov/legislation/laws/RPT/487,"1977-01-01 05:00:00","(subsequently amended)",,"Before 07/01/1988 or between 01/01/1991 & 12/31/2014","2025-01-01 05:00:00","(Subsequently amended)",,
97,193,1,"MD Public Utilities Code Â§7-505",http://mgaleg.maryland.gov/webmga/frmStatutesText.aspx?article=gpu&section=7-505&ext=html&session=2015RS&tab=subject5,,1999,,,,,,
101,197,1,"C.G.S. 12-412-67,68,69",,,,,,,7/1/2002,,
102,200,1,"RCW 82.63",,,1/1/95,,,,7/1/2004,,
103,203,1,"ORC Â§ 4928.61 et seq.",,,1999,,2001,,2011,,
104,205,1,"Minn. Stat. § 41B.043",https://www.revisor.mn.gov/statutes/?id=41b.043,,01/01/1995,,,,,,
105,206,1,"Minn. Stat. § 41B.046",https://www.revisor.mn.gov/statutes/?id=41b.046,,"05/11/1994 (subsequently amended)",,,,,,
106,209,1,"Iowa Code § 476.46",https://www.legis.iowa.gov/docs/code/476.46.pdf,,"1996 (subsequently amended)",,,,,,
107,215,1,"Miss. Code § 57-39-39",https://advance.lexis.com/documentpage/?pdmfid=1000516&crid=3dfdbfb3-f09f-4059-87d6-62be4c2191a0&nodeid=ABEABDAABAAM&nodepath=%2FROOT%2FABE%2FABEABD%2FABEABDAAB%2FABEABDAABAAM&level=4&haschildren=&populated=false&title=%C2%A7+57-39-39.+Energy+Development+,"1989-01-01 05:00:00",,,,,,,
108,216,1,"Tenn. Code Â§ 4-3-710",http://www.michie.com/tennessee/lpext.dll?f=templates&fn=main-h.htm&cp=tncode,,6/19/1987,,9/28/1987,,,,
109,218,1,"Va. Code Â§ 36-55.31:1",,,,,,,,,
110,219,1,"N.J. Stat. § 54:32B-8.33",https://lis.njleg.state.nj.us/nxt/gateway.dll?f=templates&fn=default.htm&vid=Publish:10.1048/Enu,,1980,,,,,,
112,224,1,"ORC §4928.10",http://codes.ohio.gov/orc/4928.10,,7/6/1999,,10/5/1999,,,,
113,225,1,"Iowa Code § 476.47",http://coolice.legis.state.ia.us/Cool-ICE/default.asp?category=billinfo&service=IowaCode&ga=83&input=476.47,,07/01/2001,,01/01/2004,,,,
114,226,1,"ARS 43-1169",,,,,,,,,
115,227,1,"Iowa Code Â§ 473.19 et seq.",http://coolice.legis.state.ia.us/Cool-ICE/default.asp?category=billinfo&service=IowaCode&ga=83&input=473.19,,05/01/1986,,,,,,
116,321,1,"10 M.R.S. Â§ 8001- 8006",,,1979,,,,,,
119,382,1,"HAR §16-77-32 et seq.",http://cca.hawaii.gov/pvl/files/2013/08/har_77-c2.pdf,,,,,,,,
121,386,1,"NAC 624.190; 624.200; 624.380; 624.540",http://www.leg.state.nv.us/NAC/NAC-624.html#NAC624Sec190,,,,,,,,
123,553,1,"Wyo. Stat. § 37-16-101 et seq.",https://wyoleg.gov/NXT/gateway.dll?f=templates&fn=default.htm,,"02/22/2001 (amended 2003)",,07/01/2001,,,,
124,229,1,"M.G.L ch. 62, § 2(a)(2)(G)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleIX/Chapter62/Section2,,,,1979,,,,
127,233,1,"640.651 R.S. Mo., et seq.",http://www.moga.mo.gov/STATUTES/C640.HTM,,,,1989,,,,
128,234,1,"135.305.1 R.S. Mo., et seq.",http://www.moga.mo.gov/mostatutes/stathtml/13500003051.HTML,,,,"01/01/1997 (subsequently amended)",,06/30/2020,,
130,236,1,"OAR 330-110-0005 et seq.",http://arcweb.sos.state.or.us/pages/rules/oars_300/oar_330/330_110.html,,5/20/1980,,5/20/1980,,,,
132,240,1,"Conn. Gen. Stat. § 12-81 (57) et seq.",https://www.cga.ct.gov/current/pub/chap_203.htm#sec_12-81,,"1977 (subsequently amended)",,,,,,
133,241,1,"Minn. Stat. § 216C.41",https://www.revisor.mn.gov/statutes/?id=216c.41,,"05/16/1994 (subsequently amended)",,"07/01/1994 (hydro) 07/01/2001 (digesters-electric); 07/01/2007 (digesters-gas)",,"12/31/2021 (hydro); 12/31/2017 (digesters)",,
135,244,1,"A.R.S. § 32-1170, et seq.",https://www.azleg.gov/arsDetail/?title=32,,,,7/1/1980,,None,,
136,248,1,"Utah Code 59-7-614",https://le.utah.gov/xcode/Title59/Chapter7/59-7-S614.html?v=C59-7-S614_2016071320160717,,"2001, amendments enacted 2007",,"01/01/01, amendments effective 01/01/07",,"Not specified (see summary)",,
137,252,1,"Iowa Code Â§ 266.39C",http://coolice.legis.state.ia.us/Cool-ICE/default.asp?category=billinfo&service=IowaCode&ga=83&input=266.39C,,1990,,,,,,
138,256,1,"170 IAC 4-4.1-1 et seq.",,,3/7/85,,,,,,
139,257,1,"Ind. Code § 32-23-4-1 et seq.",http://www.in.gov/legislative/ic/2010/title32/ar23/ch4.html,,01/01/1980,,,,,,
140,259,1,"CRS § 38-30-168",http://www.lexisnexis.com/hottopics/colorado/,,1979,,"05/26/1979 (Subsequently amended)",,,,
142,265,1,"Iowa Code § 476.41 et seq.",http://coolice.legis.state.ia.us/Cool-ICE/default.asp?Category=billinfo&Service=IowaCode&input=476.41,,"1983 (amended 1991, 2003)",,,,,,
146,277,1,"Conn. Gen. Stat. § 16-243h",http://www.cga.ct.gov/2011/pub/chap283.htm#Sec16-243h.htm,,"1998 (subsequently amended)","1998-07-01 04:00:00",,,,,
147,278,1,"IC 8-1-2.4; Indiana Utility Regulatory Commission Regulation: 170 IAC 4-8",,,8/31/95,,,,none,,
151,282,1,"Minn. Stat. § 216B.164",https://www.revisor.mn.gov/statutes/?id=216b.164,,1983,,1983,,,,
152,283,2,"New Hampshire Statutes § 362-A:9",http://www.gencourt.state.nh.us/rsa/html/XXXIV/362-A/362-A-9.htm,,"8/25/1998 (subsequently amended)",,2001,,,,
154,285,1,"ND Administrative Code 69-09-07-09",http://www.legis.nd.gov/information/acdata/pdf/69-09-07.pdf,,8/9/1991,,5/1/1991,,,,
156,288,1,"16 TAC Â§ 25.242(h)(4)",http://info.sos.state.tx.us/pls/pub/readtac$ext.ViewTAC?tac_view=5&ti=16&pt=2&ch=25&sch=J&div=1&rl=Y,,,,,,,,
157,290,1,"N.M. Stat. § 47-3-1 et seq.",https://laws.nmonesource.com/w/nmos/Chapter-47-NMSA-1978#!fragment/zoupio-_Toc27062291/BQCwhgziBcwMYgK4DsDWszIQewE4BUBTADwBdoAvbRABwEtsBaAfX2zgCYB2ABgDYOHAJwBGAJQAaZNlKEIARUSFcAT2gBydRIiEwuBIuVrN23fpABlPKQBCagEoBRADKOAagEEAcgGFHE0jAAI2hSdjExIA,,"1977 (subsequently amended)",,01/01/1978,,,,
158,291,1,"City of Ashland Municipal Code Chapter 18.4.8",https://ashland.municipal.codes/LandUse/18.4.8.010,,,,,,,,
159,292,1,"MCA Â§ 70-17-301 et seq.",https://leg.mt.gov/bills/mca/title_0700/chapter_0170/part_0030/sections_index.html,,"1979 (solar), 1983 (wind)",,,,None,,
160,309,1,"NY CLS Real Property § 335-b",https://www.nysenate.gov/legislation/laws/RPP/335-B,,,,1979,,,,
162,313,1,"Wis. Stat. § 66.0401 et seq.",http://nxt.legis.state.wi.us/nxt/gateway.dll?f=templates&fn=default.htm&vid=WI:Default&d=stats&jd=66.0401,,,,"1982 (wind added in 1993)",,,,
163,316,1,"ARS 34-452",http://www.azleg.gov/viewdocument/?docName=http://www.azleg.gov/ars/34/00452.htm,,1997,,,,None,,
164,317,1,"A.C.A. Â§ 17-38-201",,,1984,,,,none,,
165,335,1,"Texas Government Code § 2166.401 et seq.",http://www.statutes.legis.state.tx.us/Docs/GV/htm/GV.2166.htm#2166.401,,"05/05/1995 (subsequently amended)",,"09/01/2005 (as amended)",,,,
166,341,1,"Fla. Stat. § 255.251 et seq.",http://www.leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL=0200-0299/0255/0255.html,,"1974 (subsequently amended)",,1974,,None,,
167,343,1,"HRS § 196-7",http://www.capitol.hawaii.gov/hrscurrent/Vol03_Ch0121-0200D/HRS0196/HRS_0196-0007.htm,,,,,,,,
168,356,1,"Maryland Code: State Finance and Procurement Â§ 4-808",http://mlis.state.md.us/asp/statutes_Respond.asp?article=gsf&section=4-808&Extension=HTML,,1990,,,,,,
169,357,1,"Minn. Stat. § 16B.32 et seq.",https://www.revisor.mn.gov/statutes/?id=16B.32,,"05/29/2001 (subsequently amended)",,,,,,
170,363,1,"Md. Public Utility Companies Code § 7-306",http://mgaleg.maryland.gov/webmga/frmStatutesText.aspx?article=gpu&section=7-306&ext=html&session=2015RS&tab=subject5,,"1997 (subsequently amended)",,,,,,
171,372,1,"NRS 704.766 et seq.",http://www.leg.state.nv.us/NRS/NRS-704.html#NRS704Sec766,,7/1/1997,,,,None,,
173,188,1,"68 Okl. St. § 2357.32B",http://www.oscn.net/applications/OCISWeb/DeliverDocument.asp?CiteID=385660,,,,01/01/03,,12/31/2012,,
174,396,1,"Minn. Stat. § 216B.2423 et seq.",https://www.revisor.leg.state.mn.us/statutes/?id=216B.2423,,"05/10/1994 (subsequently amended)",,01/01/1995,,12/31/2010,,
176,406,1,"Madison Code of Ordinances § 30.01 et seq.",http://library.municode.com/index.aspx?clientId=50000,,,,,,,,
178,410,1,"Minn. Stat. Â§ 216B.169",https://www.revisor.leg.state.mn.us/statutes/?id=216B.169,,05/29/2001,,,,07/01/2009,,
179,414,1,"A.A.C. Â§ R14-2-1617",http://www.azsos.gov/public_Services/Title_14/14-02.htm#ARTICLE_16,,"9/10/1998 (subsequently amended)",,,,,,
180,415,1,"Metropolitan Energy Commission's Sustainable Energy Standard",,,,,4/22/1998,,,,
182,434,1,"Madison Code of Ordinances § 16.23(8)",https://library.municode.com/wi/madison/codes/code_of_ordinances?nodeId=COORMAWIVOIICH11--19_CH16GEPL_16.23LASURE,,,,,,,,
183,181,1,"13 L.P.R. § 8423",http://www.lexisnexis.com/hottopics/lawsofpuertorico/,,,,,,,,
185,440,1,"ACA Â§ 17-38-201",,,1987,,,,,,
186,442,1,"La. R.S. 30:1154",http://www.legis.state.la.us/lss/lss.asp?doc=86925,,,,,,,,
187,443,1,"10 M.R.S. Â§1491 et seq.",http://janus.state.me.us/legis/statutes/10/title10ch221sec0.html,,1979,,,,,,
188,444,1,"Wis. Stat. Â§ 16.957",,,10/27/99,,,,,,
191,448,1,"City of Madison Climate Protection Plan",,,,,,,,,
193,451,1,"NRS § 704.763",http://www.leg.state.nv.us/NRS/NRS-704.html#NRS704Sec763,,6/6/2001,,10/1/2001,,,,
194,452,1,"35-A M.R.S. § 3210",http://janus.state.me.us/legis/statutes/35-A/title35-Asec3210.html,,1999,,3/2000,,,,
196,460,1,"MCA 69-8-402",https://leg.mt.gov/bills/mca/title_0690/chapter_0080/part_0040/section_0020/0690-0080-0040-0020.html,,1997,,1/1/1999,,,,
197,461,1,"R.I. Gen. Laws § 39-2-1.2",http://www.rilin.state.ri.us/Statutes/TITLE39/39-2/39-2-1.2.HTM,"1996-08-07 04:00:00","(subsequently amended)","1997-01-01 05:00:00",,,,,
198,1039,0,,,,,,,,,,
199,476,1,"Oklahoma Statutes Â§68-2357.32",,,,,,,,,
200,477,1,"Minn. Stat. § 216C.25",https://www.revisor.mn.gov/statutes/?id=216c.25,,,,,,,,
201,479,1,"M.G.L. ch. 25A, § 11F",http://www.malegislature.gov/Laws/GeneralLaws/PartI/TitleII/Chapter25A/Section11F,,11/25/1997,,4/2002,,"Not specified",,
202,480,1,"M.G.L. ch. 25A § 11d",http://www.mass.gov/legis/laws/mgl/25a-11d.htm,,11/19/1997,,09/01/1998,,,,
203,487,1,"220 ILCS 5/16-127",http://www.ilga.gov/legislation/ilcs/ilcs4.asp?DocName=022000050HArt.+XVI&ActID=1277&ChapterID=23&SeqStart=35800000&SeqEnd=40900000,,"12/16/1997 (subsequently amended)",,1/1/1999,,,,
204,488,2,"IAC § 199-15.11(5)",https://www.legis.iowa.gov/docs/ACO/IAC/LINC/07-28-2010.Rule.199.15.11.pdf,,07/27/1984,,,,,,
205,489,1,"Madison Code of Ordinances 30.02 et seq.",http://www.municode.com/resources/gateway.asp?pid=50000&sid=49,,,,,,,,
206,650,1,"4 CCR 723-3-3406",https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=6403&fileName=4%20CCR%20723-3,"1999-01-01 05:00:00",,,,,,,
208,652,1,"26 Del. C. Â§1012",http://delcode.delaware.gov/title26/c010/index.shtml,,03/31/1999,,08/1999,,,,
209,654,1,"NY PSC Opinion 98-19, Case 94-E-0952",http://www3.dps.ny.gov/pscweb/WebFileRoom.nsf/ArticlesByCategory/7A1210EF85AD087385256DF100756089/$File/doc5145.pdf?OpenElement,,12/15/1998,,12/15/1998,,,,
210,655,1,"Va. Code § 56-592",https://law.lis.virginia.gov/vacode/title56/chapter23/section56-592/,"1999-03-05 05:00:00","(subsequently amended)",,,,,,
215,540,1,"N.C. Gen. Stat. § 105-129.15 et seq.",http://www.ncleg.net/EnactedLegislation/Statutes/HTML/ByArticle/Chapter_105/Article_3B.html,,"1977 (subsequently amended)",,1977,,12/31/2015,,
216,541,1,"N.C. Gen. Stat. § 105-129.15 et seq.",http://www.ncleg.net/EnactedLegislation/Statutes/HTML/ByArticle/Chapter_105/Article_3B.html,,"1977 (subsequently amended)",,1977,,12/31/2015,,
218,561,1,"W. Va. Code § 11-6A-5a",http://www.legis.state.wv.us/wvcode/Code.cfm?chap=11&art=6A#06A,,5/2001,,7/2001,,,,
219,562,1,"MCL § 460.10r",http://www.legislature.mi.gov/(S(bmajsaz1n45va1455lr3wlrs))/mileg.aspx?page=getObject&objectName=mcl-460-10r,,06/05/2000,,06/05/2000,,,,
220,564,1,"N.J. Stat. § 48:3-49 et seq.",http://www.njcleanenergy.com/files/file/23_.pdf,,"1999 (subsequently amended)",,,,,,
221,565,1,"N.J. Stat. Â§ 48:3-87",,,02/09/1999,,02/09/1999,,,,
223,574,1,"O.C.G. § 46-3-50 et seq.",https://advance.lexis.com/document?crid=93904436-1e25-4cd3-95be-1a43b3c72985&pddocfullpath=%2Fshared%2Fdocument%2Fstatutes-legislation%2Furn%3AcontentItem%3A5STN-9XF0-004D-83NX-00008-00&pdcontentcomponentid=234186&pdmfid=1000516&pdisurlapi=true,"2001-04-28 04:00:00",,"2002-06-01 04:00:00",,,,,
224,577,1,"ND Century Code 57-06-14.1",http://www.legis.nd.gov/cencode/t57c06.pdf,,"2001 (subsequently amended)",,1/1/2001,,,,
225,578,1,"ND Century Code 57-39.2-04.2 (Electric generators)",,,3/2001,,6/30/2001,,1/2011,,
226,581,1,"Executive Order No. 111",http://www.nyserda.ny.gov/~/media/Files/EERP/Commercial/Sector/Municipalities/exec-order-111.ashx?sc_database=web,,06/10/2001,,06/10/2001,,,,
228,596,1,"HRS § 269-101 et seq.",http://www.capitol.hawaii.gov/hrscurrent/Vol05_Ch0261-0319/HRS0269/HRS_0269-0101.htm,,"6/25/2001 (subsequently amended)",,,,,,
229,601,1,"Minn. Stat. § 297A.68 subd. 12",https://www.revisor.mn.gov/statutes/?id=297A.68,,07/01/1998,,,,,,
230,602,1,"Minn. Stat. Â§ 297A.67 (29c)",,,8/1/01,,8/1/01,,7/31/05,,
231,604,1,"MCA § 75-25-101 et seq.",http://leg.mt.gov/bills/mca/75/25/75-25-101.htm,,"5/5/2001, amended 2005",,7/1/2001,,,,
232,605,1,"Minn. Stat. Â§ 216B.1691",http://ros.leg.mn/bin/getpub.php?pubtype=STAT_CHAP_SEC&year=current&section=216B.1691&image.x=12&image.y=10,,2003,,2003,,12/31/2015,,
233,606,1,"HRS § 269-91 et seq.",http://www.capitol.hawaii.gov/hrscurrent/Vol05_Ch0261-0319/HRS0269/HRS_0269-0091.HTM,,"2001, subsequently amended",,12/31/2003,,,,
234,611,1,"MCA § 15-32-401 et seq.",http://leg.mt.gov/bills/mca/15/32/15-32-401.htm,,5/5/2001,,1/1/2002,,None,,
235,612,1,"MCA § 15-32-115",http://leg.mt.gov/bills/mca/15/32/15-32-115.htm,,5/5/2001,,1/1/2002,,None,,
236,622,1,"R.R.S. Neb. Â§ 66-1344",,,1990,,1993,,"Varies by provision",,
237,624,1,"68 Okl. St. § 2357.32A",http://www.oscn.net/applications/OCISWeb/DeliverDocument.asp?CiteID=274888,"2015-05-12 04:00:00","subsequently amended","2003-01-01 05:00:00",,"2021-01-01 05:00:00",,,
239,627,1,"MCA 69-8-210(6)",,,,,,,,,
240,628,1,"Resolution Number 30144",,,4/10/00,,4/10/00,,,,
241,630,1,"29 Del. C. § 8051 et seq.",http://delcode.delaware.gov/title29/c080/sc02/index.shtml,"2001-12-13 05:00:00","(subsequently amended)","2002-01-11 05:00:00",,,,,
242,632,1,"California Revenue & Taxation Code  Â§ 23684",,,10/8/01,,1/1/01,,1/1/06,,
